id,name,price,selling_price,brand_name,discount_rate,current_seller,quantity_sold,short_url,image
53583472,"Bộ Hộp Cơm Giữ Nhiệt Lock&Lock Easy Carry 2L LHC8039 Có Túi (1 Hộp 720ml, 2 Hộp 420ml Kèm 1 Bộ Muỗng Và Nĩa)",845000,1667000,LocknLock,49,Tiki Trading,10414,https://tiki.vn/product-p53583472.html?spid=53583474,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/14/17/ab/8133bc7e95d77dcc6d17f560304da462.jpg
99621372,Bình giữ nhiệt Lock&Lock Belt Bottle LHC4267 490ml,245000,473000,LocknLock,48,Tiki Trading,6259,https://tiki.vn/product-p99621372.html?spid=99621374,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/2b/d7/c5/4966c2c2f543095ae2dfac298d7b73de.jpg
892121,Pin Max 8 + 4 Viên Energizer E91 BP8+4 AA,135500,199000,Energizer,32,MYMYMART,103,https://tiki.vn/product-p892121.html?spid=186837547,https://salt.tikicdn.com/cache/280x280/ts/product/67/78/71/adf89c3db81a1be86c81e59e111ff009.jpg
141298313,Hạt giống mướp hương Việt Nam siêu thơm - Làm vườn cực dễ cùng anh kỹ sư,5039,5090,OEM,1,KoyShop,3013,https://tiki.vn/product-p141298313.html?spid=195874617,https://salt.tikicdn.com/cache/280x280/ts/product/8e/ec/37/f32c2f4865e76834730efd9732734375.jpg
73638934,Chảo chống dính đáy từ Elmich 4703OL size 20cm,179000,450000,Elmich,60,Tiki Trading,1517,https://tiki.vn/product-p73638934.html?spid=82190112,https://salt.tikicdn.com/cache/280x280/ts/product/20/a8/47/08c5ead2839e1be9dd4282bff04a5d4e.jpg
54484578,Đèn Bàn Học LED USB Di Động Cao Cấp Có Thể Gập Hai Chỗ – 03 Chế Độ Ánh Sáng Vàng Bảo Vệ Mắt Chống Cận eLights,189000,199000,eLights,5,Future Store,6641,https://tiki.vn/product-p54484578.html?spid=54484582,https://salt.tikicdn.com/cache/280x280/ts/product/a6/32/52/b209178ba29ffe0be2302cf84b79f848.jpg
186558014,Combo 10 Móc Dán Tường Treo Đồ Đa Năng Siêu Chịu Lực,20000,20000,NAVIVU,0,Ghế Nam Việt,1580,https://tiki.vn/product-p186558014.html?spid=186558024,https://salt.tikicdn.com/cache/280x280/ts/product/c3/54/68/aa177948cd7eecff22b870d4689bbff3.jpg
21441057,Chảo Chống Dính Đá Sunhouse SBD18,235000,283000,Sunhouse,17,Tiki Trading,4308,https://tiki.vn/product-p21441057.html?spid=21441058,https://salt.tikicdn.com/cache/280x280/ts/product/57/62/95/4a26ec38af6802fec921d988ac6d5ebe.jpg
202875459,"Chiếu Ngủ Văn Phòng Siêu Dày, Êm Ái Nhất 5mm 100 x 180 CM",60000,60000,ROGUEKID,0,KIMPEARLSHOP,141,https://tiki.vn/product-p202875459.html?spid=202875461,https://salt.tikicdn.com/cache/280x280/ts/product/fc/dc/98/ffe6f6e442655ef2653c3094c4f3b6c5.jpg
74859074,"Chuông Cửa Không Dây Thông Minh CTFAST CT - 01 (1 Nút Bấm, 1 Chuông ), Chống Nước, Khoảng Cách Sử Dụng Hiệu Quả 300 mét - Hàng Chính Hãng",159000,169000,CTFAST,6,LEDANTA,402,https://tiki.vn/product-p74859074.html?spid=75615055,https://salt.tikicdn.com/cache/280x280/ts/product/a6/9f/42/63326dfb59e2bfa603a1a92003557491.png
153467342,"Xốp Chèn Cửa 95cm Chặn Đáy Khe Cửa, Cách Nhiệt, Cách Âm, Ngăn Côn Trùng, Thanh Chắn Khe Cửa",44000,49000,OEM,10,SKY SKY Shop,45,https://tiki.vn/product-p153467342.html?spid=206542510,https://salt.tikicdn.com/cache/280x280/ts/product/3b/99/77/ef7d551cb5edfe2885f9b863d17fc703.jpg
181151849,"Bình xịt nước tưới cây 2 lít, phun sương tưới cây, thuốc muỗi, vòi xịt điều chỉnh nhiều chế độ, chế độ tưới tự động, van giảm áp, công nghệ Hàn Quốc. ",56000,65000,OEM,14,Hộp Dụng Cụ Đa Năng,325,https://tiki.vn/product-p181151849.html?spid=201622091,https://salt.tikicdn.com/cache/280x280/ts/product/f9/8f/44/377d191cf8a098b9999c9d558017db4e.jpg
25421013,"Bộ Nồi Inox 3 Đáy Sunhouse SH335(16cm, 20cm, 24cm ) - Dùng trên mọi loại bếp - Hàng chính hãng",514000,660000,Sunhouse,22,Tiki Trading,663,https://tiki.vn/product-p25421013.html?spid=25421014,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/c7/db/eb/755c8b375f53c73464b63a958d0b4e07.jpg
189208326,"Thảm nhà tắm, nhà bếp siêu thấm nước, chống trơn trượt tối giản, hiện đại NAVIVU",149000,149000,NAVIVU,0,Ghế Nam Việt,386,https://tiki.vn/product-p189208326.html?spid=189208328,https://salt.tikicdn.com/cache/280x280/ts/product/30/5e/18/cfa91fdcb50e5336b1bb5babb924f56e.jpg
190726748,"Móc treo tường D6xR6cm chịu lực tốt, treo vật trang trí phòng khách, đồ dùng nhà bếp, phòng tắm  |Greenhome",1800,3000,Greenhome,40,Dụng cụ làm vườn Greenhomevn,618,https://tiki.vn/product-p190726748.html?spid=191775018,https://salt.tikicdn.com/cache/280x280/ts/product/de/c2/f5/a44fe76d23ce2b96da4c60291bc30904.jpg
119112667,Combo 2 Miếng Lau Nhà Parroti ProMAX - Kích Thước 38 x12 CM,89000,145000,Parroti,39,Parroti Store,1116,https://tiki.vn/product-p119112667.html?spid=119112668,https://salt.tikicdn.com/cache/280x280/ts/product/8e/4d/10/7d4e090102ddfd36e1c6f301800ed39e.jpg
892141,Pin Max 8 + 4 Viên Energizer E92 BP8+4 AAA,135500,199000,Energizer,32,MYMYMART,67,https://tiki.vn/product-p892141.html?spid=186835445,https://salt.tikicdn.com/cache/280x280/ts/product/84/4d/c1/911204f8ac21fe8b025e89dccc121c64.jpg
210444653,Dây Treo Trang Trí Cây Mai Bonsai Ngày Tết 2023,44900,44900,NAVIVU,0,Ghế Nam Việt,58,https://tiki.vn/product-p210444653.html?spid=210444657,https://salt.tikicdn.com/cache/280x280/ts/product/ed/4a/79/7840e61cd2a9c9be7e436334f84384b1.jpg
214755184,"Bộ chuyển đổi 3 chấu thành 2 chấu - Ổ cắm du lịch đa năng dùng được cho chuẩn cổng Mỹ, Nhật, Châu Âu, Úc - Hàng chính hãng",90000,90000,Essesa,0,MiVu,64,https://tiki.vn/product-p214755184.html?spid=185334347,https://salt.tikicdn.com/cache/280x280/ts/product/43/f0/d7/219e5d6dff83e8786c430b7c6ccf11b3.jpg
107961500,Ly Nhựa 2 Lớp LocknLock Double Wall Cold Cup Cherry Blossom 750ml HAP509,139000,217000,LocknLock,36,iHouse Gia Dụng,16,https://tiki.vn/product-p107961500.html?spid=214608084,https://salt.tikicdn.com/cache/280x280/ts/product/68/47/dd/07368e4aa45481572abab51940cdb291.jpg
55630076,"Miếng lót ly - Đế lót ly bằng đất xốp Diatomite siêu hút nước, thông điệp ý nghĩa",55000,55000,OEM,0,Zen,1858,https://tiki.vn/product-p55630076.html?spid=55630078,https://salt.tikicdn.com/cache/280x280/ts/product/64/f6/86/e1f88c0334447526c9ad81da9ebd0d68.jpg
2119169,Bộ Cây Lau Nhà Lock&Lock Squeeze Flat Mop ETM471,507000,979000,LocknLock,48,Tiki Trading,8976,https://tiki.vn/product-p2119169.html?spid=2130485,https://salt.tikicdn.com/cache/280x280/ts/product/9c/54/7c/4c6b9a851e099c5adda3ba8a7641e131.jpg
180378151,Bình giữ nhiệt LocknLock Metro Drive LHC4277S 650ml - Kèm ống hút và cọ rửa,300000,579000,LocknLock,48,Tiki Trading,839,https://tiki.vn/product-p180378151.html?spid=180378153,https://salt.tikicdn.com/cache/280x280/ts/product/4e/03/1e/1a8945c8569e1f16291c78b1a6e8fa03.jpg
138952791,"Móc Treo Cây Lau Nhà Dán Tường Đa Năng Chịu Lực Tốt, 2 Trong 1 - Parroti Keeper KP03",21900,42000,Parroti,48,Parroti Store,2485,https://tiki.vn/product-p138952791.html?spid=138952793,https://salt.tikicdn.com/cache/280x280/ts/product/7e/e7/45/1959e6b0dc6d935bcec51fb9bfbde4b1.jpg
34171666,0.5 kg túi zip chỉ đỏ lựa chọn size,42000,60000,OEM,30,AP solution,115,https://tiki.vn/product-p34171666.html?spid=192327189,https://salt.tikicdn.com/cache/280x280/ts/product/68/f3/91/038a66d389d5deb5638caf423d7f36e8.jpg
54485029,Đèn Bàn Học Đọc Sách LED Chống Cận 03 Chế Độ Ánh Sáng Bảo Vệ Mắt Có Hộp Bút Và Giá Để Điện Thoại eLights,220000,220000,eLights,0,Future Store,1741,https://tiki.vn/product-p54485029.html?spid=54485030,https://salt.tikicdn.com/cache/280x280/ts/product/f3/59/4a/04b5c6caa890e2020a6e5aa5adfecfb6.jpg
45443981,01 Gói Hạt Giống Đậu Khế - Đậu Rồng -Nảy Mầm Cực Chuẩn,6990,6990,OEM,0,KoyShop,1098,https://tiki.vn/product-p45443981.html?spid=57397445,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/c8/4e/f9/ca92b2c111cdb9ca3787435b845ddb64.jpg
201566005,Ly nhựa 2 lớp LocknLock kèm ống hút Dream star Double wall cold cup 750ml HAP522,113000,217000,LocknLock,48,Tiki Trading,765,https://tiki.vn/product-p201566005.html?spid=201566007,https://salt.tikicdn.com/cache/280x280/ts/product/8e/ce/59/a16f0f8246ef1aeba3151fc33b40c102.jpg
27609461,"Dụng cụ thông tắc bồn cầu, cống bằng khi nén áp lực siêu mạnh",195000,195000,OEM,0,Shop Thịnh,74,https://tiki.vn/product-p27609461.html?spid=107689873,https://salt.tikicdn.com/cache/280x280/ts/product/7f/74/90/704914d05b642d00b6772b8a8b6239e9.jpg
2119173,Cây Lau Nhà Dạng Xịt Nước Lock&Lock ETM472,280000,539000,LocknLock,48,Tiki Trading,6065,https://tiki.vn/product-p2119173.html?spid=2130487,https://salt.tikicdn.com/cache/280x280/ts/product/fe/5a/40/3dc4cbe6744264d30d3f99ed254f0c07.jpg
11058658,1kg Túi Đựng Rác Tự Phân Hủy Sinh Học Titapha (full size),45000,54000,Titapha,17,SG Titapha Co LTD,11280,https://tiki.vn/product-p11058658.html?spid=11058660,https://salt.tikicdn.com/cache/280x280/ts/product/65/58/d8/2bd5a76983ddc3ced3981237fd07de35.jpg
58357614,"Đèn bắt muỗi, ruồi và các loại côn trùng Con Dơi",420000,420000,CON DƠI,0,Đèn bắt muỗi con dơi,4007,https://tiki.vn/product-p58357614.html?spid=58357615,https://salt.tikicdn.com/cache/280x280/ts/product/96/f7/7b/6bfb078b9818660488d844df04efe63c.png
77775165,Hộp Bảo Quản Thủy Tinh Lock&Lock LBG - Top Class (Nhiều Dung Tích),83000,159000,LocknLock,48,Tiki Trading,4178,https://tiki.vn/product-p77775165.html?spid=77775167,https://salt.tikicdn.com/cache/280x280/ts/product/2f/72/bd/196813f7090b2d34f4755aa92c8d9d09.jpg
191911136,"Kệ gỗ 5 tầng đa năng màu trắng đen, kệ sách đặt góc tường gỗ MDF phủ Melamine chống xước 50 x 20 x 120 TAGO ND24",135000,135000,OEM,0,Thế Giới Nội Thất 68,20,https://tiki.vn/product-p191911136.html?spid=196410593,https://salt.tikicdn.com/cache/280x280/ts/product/7a/c4/ba/a8bb0711ff6e1db8fa5a66dfd3996f57.jpg
1398733,Cây Lau Nhà Dạng Đứng Lock&Lock ETM461 - Trắng Phối Màu ,334000,539000,LocknLock,38,Tiki Trading,5147,https://tiki.vn/product-p1398733.html?spid=1408695,https://salt.tikicdn.com/cache/280x280/ts/product/15/be/3f/5eb8c4818ec6f74c96441cbd32f8c1bd.jpg
118858137,Nạo Gọt Rau Củ Quả  Inox 304 Hàng Cao Cấp - Mua 1 Lần Dùng Mãi Mãi,34000,70000,Jodily StarHome,51,Jodily StarHome HP,1970,https://tiki.vn/product-p118858137.html?spid=118858138,https://salt.tikicdn.com/cache/280x280/ts/product/e2/26/65/b2fc264324b09063df8150963102d0f3.jpg
199727437,Bộ cây lau nhà Sweepy ETM970 5.5L - Màu xanh,285000,459000,Sweepy,38,Tiki Trading,170,https://tiki.vn/product-p199727437.html?spid=199727438,https://salt.tikicdn.com/cache/280x280/ts/product/7a/52/26/3210186f4f2345a4ff20a67dfa8de70b.jpg
207941719,Bộ cây lau nhà Lock&Lock Mini Spin Mop & 4 bông lau sàn ETM498MITS2 - Màu xanh mint,499000,934000,LocknLock,47,Tiki Trading,292,https://tiki.vn/product-p207941719.html?spid=207941720,https://salt.tikicdn.com/cache/280x280/ts/product/5b/25/19/a64ca62d8338223feef7523f86cf2c47.jpg
66621525,Bình Giữ Nhiệt Lock&Lock Two-Tone Clip Tumbler LHC4151 540ml,262000,506000,LocknLock,48,Tiki Trading,9104,https://tiki.vn/product-p66621525.html?spid=66621527,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/05/de/4b/f55041f51adf5d383be659ca8e3e5b4b.jpg
146432055,Túi Chân Không Tự Hút Đựng Chăn Mền Quần Áo Không Cần Dụng Cụ Hút,42000,42000,OEM,0,Ghế Nam Việt,966,https://tiki.vn/product-p146432055.html?spid=146432065,https://salt.tikicdn.com/cache/280x280/ts/product/3a/b8/a3/74e16cf29ce7b35252e25387d0a23827.jpg
52574827,Ô (dù) tự động 2 chiều cao cấp DandiHome chống UV,183000,230000,DandiHome,20,DandiHome Việt Nam,4427,https://tiki.vn/product-p52574827.html?spid=52574845,https://salt.tikicdn.com/cache/280x280/ts/product/6d/de/92/fd1c028dcca673e89b5c3cce240b6f94.jpg
20036138,Pin nút Panasonic Lithium 3V CR-2025 x01 vỉ (Hàng chính hãng),72000,90000,Panasonic,20,Thế Giới Pin Sinh Thái,781,https://tiki.vn/product-p20036138.html?spid=49089802,https://salt.tikicdn.com/cache/280x280/ts/product/b0/09/1c/c87c7ec665e14df604750f74ad3acdc1.png
173211404,"Ghế Xoay Văn Phòng Ngồi Làm Việc Công Thái Học Deli - Tay Gập Thông Minh, Có Ngả Lưng, Lưới Thoáng Khí, Chân Xoay Tiện Ích, Đệm Ghế Êm Aí - Phù Hợp Học Sinh, Văn Phòng, Game Thủ, Gaming - Hàng Chính Hãng - E4928 / E4929 / E4925 / E4926G",709000,1618200,Deli,56,Deli Official Store,2450,https://tiki.vn/product-p173211404.html?spid=173211406,https://salt.tikicdn.com/cache/280x280/ts/product/83/54/e6/ba6bff153d0da252edb030ac83968aa1.jpg
90531871,"Đèn Pixar, Đèn Bàn Học Chống Cận Thị, Đèn Đọc Sách, Đèn Làm Việc Bảo Vệ Mắt - Hàng Chính Hãng Moontronics MT01",169000,190000,Moontronics,11,Future Store,3466,https://tiki.vn/product-p90531871.html?spid=96324715,https://salt.tikicdn.com/cache/280x280/ts/product/0b/2f/6d/35c1fc33f41868aacf8e3935a72a2ba0.jpg
165013585,"Ổ Cắm Điện Dài VINAVU Kèm Cổng USB Công Tắc Riêng Chịu Tải 2500W, Chống Giật, Chống Cháy",199000,199000,OEM,0,Ghế Nam Việt,422,https://tiki.vn/product-p165013585.html?spid=165013587,https://salt.tikicdn.com/cache/280x280/ts/product/88/55/c9/af4cfe2b62419f744fec01c655658430.jpg
195951151,"Máy Xay Tỏi Ớt Bằng Pin Sạc VinBuy Tiện Lợi, Xay Đồ Đa Năng Xay Đồ Ăn Dặm Cho Bé Với 3 Lưỡi Dao Thép Không Gỉ, Dung Tích 100ml, 250ml – Hàng Chính Hãng",155000,239000,VinBuy,35,VinBuy,205,https://tiki.vn/product-p195951151.html?spid=195951153,https://salt.tikicdn.com/cache/280x280/ts/product/33/56/d3/bf72e6c3c9c654012abe65aa14d9808c.jpg
132247327,Nồi Hấp Inox 3 Tầng 28cm - Nồi Hấp Cao Cấp - Nồi Hấp Inox 3 Tầng,159000,159000,OEM,0,Gia Dụng Đại Tâm,1,https://tiki.vn/product-p132247327.html?spid=132247332,https://salt.tikicdn.com/cache/280x280/ts/product/f2/a2/d2/657efcac7c90542ec40af6ad6a87ef96.jpg
147265074,"Vỉ 2 VPin AA , Pin AAA DURACELL 1,5V Siêu Bền - Hàng chính hãng",27000,27000,DURACELL,0,"Vo Hoang Trading Co.,Ltd",966,https://tiki.vn/product-p147265074.html?spid=170578562,https://salt.tikicdn.com/cache/280x280/ts/product/be/f9/9b/c02723606bb78e04f4a31fe9d57eefac.jpg
187616941,"Bộ lau nhà Kitimop-C6 có thùng lau 2 ngăn tự vắt, chổi lau nhà xoay 360 độ lau sạch khô nhanh, bảo hành 12 tháng, 2 miếng lau",239000,425000,Kitimop  Home Tool Cleaning,44,Kitimop Official Store,760,https://tiki.vn/product-p187616941.html?spid=187616943,https://salt.tikicdn.com/cache/280x280/ts/product/0b/e8/78/c15fc284f10a68aad015251f90784b34.jpg
185895171,Bộ Nồi Anod Sunhouse SH6634 (16-20-24cm)-Hàng chính hãng,475000,475000,Sunhouse,0,Tấn Phát SENKO,278,https://tiki.vn/product-p185895171.html?spid=205414137,https://salt.tikicdn.com/cache/280x280/ts/product/47/f7/ab/73e15cfdc4720971794f1649f2861f28.jpg
92521124,Ủng Bọc Giày Đi Mưa Chống Nước Có Đế Chống Trơn Trượt Cao Cấp,56800,59800,OEM,5,ShopAnZ,24,https://tiki.vn/product-p92521124.html?spid=188728537,https://salt.tikicdn.com/cache/280x280/ts/product/f6/23/ec/d707318e39f1e4096d3b96b49466d4e6.jpg
55900887,"Đèn Bàn Học Đọc Sách, Làm Việc (Học Sinh, Sinh Viên, Văn Phòng) LED Chống Cận, Cảm Ứng Nhôm Cao Cấp eLights",291000,450000,eLights,35,Future Store,3413,https://tiki.vn/product-p55900887.html?spid=68363067,https://salt.tikicdn.com/cache/280x280/ts/product/e3/2f/98/356fb347dc3019b36888f7f893882df5.jpg
215889335,"Bàn làm việc kệ lửng mặt dày 1.5cm bo góc an toàn nhiều kích thước, bàn học để máy tính hộp sắt 25x25mm chắc chắn dày dặn",379000,499000,OEM,24,Nội Thất Thông Minh 5C,137,https://tiki.vn/product-p215889335.html?spid=215889349,https://salt.tikicdn.com/cache/280x280/ts/product/e0/f7/e3/998a2c1cbe232f902270137e096d6d6e.png
196552579,"Ô Dù gấp gọn , dù che mưa , chống tia UV 8 nan ( nhiều mẫu )",87000,100000,OEM,13,An An Store,183,https://tiki.vn/product-p196552579.html?spid=196552587,https://salt.tikicdn.com/cache/280x280/ts/product/2f/06/cd/471af3b960e77ee8628408c2785c75e2.jpg
59386141,Bọc Giày Đi Mưa Silicon Siêu Bền Nhiều Màu,56900,59900,OEM,5,ShopAnZ,10,https://tiki.vn/product-p59386141.html?spid=197011936,https://salt.tikicdn.com/cache/280x280/ts/product/38/02/af/9db2b0d7663896b54826e62503638274.jpg
113773790,Bình Thủy Tinh 2 Lớp Pha Trà Doron MS79 - Cách Nhiệt Tốt - Có Lõi Lọc Inox 304 - Dung Tích 400ml - Hàng Loại 1,109000,129000,DORON,16,HDC Home,499,https://tiki.vn/product-p113773790.html?spid=113773792,https://salt.tikicdn.com/cache/280x280/ts/product/9f/98/a6/245a45db3a3668751368547b00be2706.jpg
1399571,Gối Memory Foam 50D Hình Cong Lock&Lock HLW111 (50 x 30 cm) - Trắng,300000,483000,LocknLock,38,Tiki Trading,10716,https://tiki.vn/product-p1399571.html?spid=1408697,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/29/dd/3e/f09274f8bc4818b103da49cac04174b0.jpg
54145105,"Cọ Bồn Cầu Toilet, Cọ Vệ Sinh Cao Cấp - Parroti Silicon SL01 – Có Bình Đựng Nước Tẩy, Cây Gắp Tóc Tiện Dụng",109000,190000,Parroti,43,Parroti Store,6440,https://tiki.vn/product-p54145105.html?spid=54145106,https://salt.tikicdn.com/cache/280x280/ts/product/a5/f8/c3/cc834b8eb4596876f8d8c3eaad6b1b8f.jpg
54130086,Cây lau nhà tự vắt thông minh đa năng cao cấp Parroti Magic MG01 - Tặng 1 Miếng Lau,229000,349000,Parroti,34,Parroti Store,2254,https://tiki.vn/product-p54130086.html?spid=54130087,https://salt.tikicdn.com/cache/280x280/ts/product/d5/88/2a/b63ec031c0439e152b8b382a78bedef7.jpg
